Date,USD,log_price,log_return
1979-01-01,226.0,5.420534999272286,0.0
1979-01-02,226.8,5.4240685718535975,0.0035335725813112617
1979-01-03,218.6,5.387243575742438,-0.03682499611115908
1979-01-04,223.2,5.408068230507156,0.020824654764717287
1979-01-05,225.5,5.418320158942733,0.01025192843557754
1979-01-08,223.1,5.407620101438487,-0.01070005750424663
1979-01-09,224.0,5.4116460518550396,0.004025950416552959
1979-01-10,220.7,5.396804313262691,-0.014841738592348719
1979-01-11,220.7,5.396804313262691,0.0
1979-01-12,217.6,5.382658514981787,-0.014145798280903676
1979-01-15,216.9,5.379436417832829,-0.0032220971489582695
1979-01-16,220.7,5.396804313262691,0.017367895429861946
1979-01-17,227.3,5.426270730858498,0.029466417595807037
1979-01-18,231.8,5.445874930905651,0.019604200047153242
1979-01-19,230.6,5.440684607834958,-0.005190323070692671
1979-01-22,235.0,5.459585514144159,0.018900906309200494
1979-01-23,230.0,5.438079308923196,-0.02150620522096336
1979-01-24,236.1,5.464255444091467,0.026176135168271664
1979-01-25,233.9,5.454893673590133,-0.009361770501334021
1979-01-26,235.5,5.461710913456472,0.0068172398663390865
1979-01-29,235.2,5.460436216024472,-0.0012746974320005933
1979-01-30,233.5,5.453182077108952,-0.007254138915519626
1979-01-31,233.7,5.454038241544812,0.0008561644358602294
1979-02-01,229.4,5.435467204695271,-0.018571036849541755
1979-02-02,230.3,5.439382806826639,0.003915602131368878
1979-02-05,243.1,5.493472881322077,0.05409007449543779
1979-02-06,244.5,5.499215308914927,0.005742427592849708
1979-02-07,251.6,5.527840524826286,0.028625215911358914
1979-02-08,250.5,5.523458920524919,-0.004381604301366693
1979-02-09,246.8,5.508578292031233,-0.01488062849368621
1979-02-12,244.3,5.498396978263695,-0.010181313767538391
1979-02-13,240.6,5.483135803540579,-0.015261174723115722
1979-02-14,240.7,5.483551344789026,0.0004155412484472265
1979-02-15,247.8,5.512621969195042,0.02907062440601571
1979-02-16,247.1,5.509793112994564,-0.0028288562004776807
1979-02-19,248.1,5.513831890697755,0.004038777703191165
1979-02-20,247.0,5.5093883366279774,-0.004443554069777811
1979-02-21,250.8,5.524655808758766,0.015267472130788384
1979-02-22,252.4,5.5310151306670585,0.006359321908292692
1979-02-23,251.0,5.5254529391317835,-0.005562191535275041
1979-02-26,248.6,5.515845179076611,-0.009607760055172498
1979-02-27,247.9,5.513025439041145,-0.002819740035466367
1979-02-28,251.3,5.526647444549546,0.013622005508401536
1979-03-01,248.8,5.516649360865024,-0.00999808368452193
1979-03-02,248.0,5.5134287461649825,-0.0032206147000417573
1979-03-05,238.2,5.473110656921199,-0.040318089243783106
1979-03-06,239.8,5.479805242593414,0.006694585672214259
1979-03-07,242.3,5.49017662782248,0.010371385229066554
1979-03-08,239.2,5.477300022076476,-0.01287660574600391
1979-03-09,241.0,5.484796933490655,0.00749691141417852
1979-03-12,240.0,5.480638923341991,-0.004158010148663571
1979-03-13,239.1,5.476881874464279,-0.0037570488777118882
1979-03-14,239.5,5.4785534168509695,0.0016715423866902057
1979-03-15,240.1,5.481055503227208,0.0025020863762383883
1979-03-16,244.0,5.497168225293202,0.016112722065994234
1979-03-19,242.3,5.49017662782248,-0.0069915974707219775
1979-03-20,242.1,5.489350863944013,-0.0008257638784670007
1979-03-21,239.9,5.480222169845649,-0.009128694098364143
1979-03-22,242.9,5.492649836008127,0.012427666162477813
1979-03-23,242.5,5.491001710377538,-0.0016481256305889147
1979-03-26,245.3,5.502481951264444,0.01148024088690569
1979-03-27,244.4,5.4988062272974405,-0.0036757239670031083
1979-03-28,244.4,5.4988062272974405,0.0
1979-03-29,241.5,5.486869473092628,-0.011936754204812772
1979-03-30,240.1,5.481055503227208,-0.005813969865419821
1979-04-02,239.7,5.479388141440339,-0.0016673617868692148
1979-04-03,240.0,5.480638923341991,0.001250781901652509
1979-04-04,239.8,5.479805242593414,-0.0008336807485775921
1979-04-05,240.7,5.483551344789026,0.003746102195612444
1979-04-06,239.8,5.479805242593414,-0.003746102195612444
1979-04-09,240.2,5.481471909645883,0.0016666670524694283
1979-04-10,239.8,5.479805242593414,-0.0016666670524694283
1979-04-11,238.4,5.473949935191195,-0.005855307402218735
1979-04-12,234.0,5.455321115357702,-0.018628819833493182
1979-04-13,234.0,5.455321115357702,0.0
1979-04-16,234.0,5.455321115357702,0.0
1979-04-17,231.9,5.446306244261486,-0.009014871096216126
1979-04-18,233.2,5.451896454476337,0.00559021021485151
1979-04-19,240.9,5.484381909620826,0.03248545514448864
1979-04-20,236.4,5.465525285531943,-0.018856624088882334
1979-04-23,236.9,5.46763811116474,0.0021128256327962447
1979-04-24,239.7,5.479388141440339,0.011750030275599066
1979-04-25,241.8,5.488110938180692,0.008722796740353367
1979-04-26,242.2,5.489763831118992,0.0016528929383001767
1979-04-27,243.7,5.495937960631161,0.006174129512168669
1979-04-30,245.3,5.502481951264444,0.006543990633282704
1979-05-01,247.3,5.510602174527371,0.008120223262927162
1979-05-02,246.3,5.506550305126492,-0.004051869400878871
1979-05-03,246.5,5.5073619934827445,0.0008116883562525601
1979-05-04,248.5,5.5154428455366835,0.008080852053939047
1979-05-07,248.5,5.5154428455366835,0.0
1979-05-08,249.0,5.517452896464707,0.0020100509280238654
1979-05-09,248.0,5.5134287461649825,-0.004024150299724916
1979-05-10,252.3,5.530618855647012,0.017190109482029925
1979-05-11,251.5,5.527442989539794,-0.003175866107218539
1979-05-14,251.0,5.5254529391317835,-0.0019900504080103687
1979-05-15,255.5,5.543222409643759,0.017769470511975527
1979-05-16,256.5,5.547128664610824,0.0039062549670649815
1979-05-17,256.8,5.548297571815806,0.0011689072049820837
1979-05-18,256.4,5.546738725046515,-0.0015588467692913
1979-05-21,262.0,5.568344503761097,0.021605778714581803
1979-05-22,265.4,5.581238121898107,0.012893618137010066
1979-05-23,264.2,5.576706392088225,-0.004531729809881924
1979-05-24,263.8,5.575191240283214,-0.0015151518050107171
1979-05-25,270.6,5.600641715736688,0.02545047545347412
1979-05-28,270.6,5.600641715736688,0.0
1979-05-29,273.8,5.612397912854348,0.011756197117660072
1979-05-30,270.3,5.599532453282402,-0.012865459571946403
1979-05-31,274.6,5.6153154933338705,0.01578304005146869
1979-06-01,275.1,5.617134667930529,0.0018191745966582573
1979-06-04,272.9,5.609105427714293,-0.008029240216235856
1979-06-05,274.8,5.616043560348194,0.006938132633901084
1979-06-06,280.0,5.634789603169249,0.018746042821055298
1979-06-07,276.1,5.620763118936109,-0.014026484233140124
1979-06-08,280.0,5.634789603169249,0.014026484233140124
1979-06-11,282.4,5.643324505619087,0.008534902449837567
1979-06-12,277.8,5.626901430320244,-0.016423075298843237
1979-06-13,276.6,5.622572419230658,-0.004329011089585499
1979-06-14,279.0,5.631211781821365,0.0086393625907073
1979-06-15,280.0,5.634789603169249,0.0035778213478838694
1979-06-18,278.0,5.627621113690637,-0.007168489478612372
1979-06-19,280.3,5.635860458170742,0.008239344480105437
1979-06-20,281.4,5.639777144680289,0.003916686509546352
1979-06-21,282.3,5.642970335259443,0.003193190579154681
1979-06-22,283.5,5.647212123167807,0.0042417879083638255
1979-06-25,283.9,5.648622063478926,0.0014099403111185183
1979-06-26,281.5,5.640132447579745,-0.008489615899180514
1979-06-27,281.8,5.64119759946458,0.001065151884835025
1979-06-28,275.9,5.62003848122324,-0.021159118241340202
1979-06-29,277.5,5.625820933186489,0.005782451963249002
1979-07-02,282.5,5.643678550586496,0.01785761740000691
1979-07-03,281.4,5.639777144680289,-0.003901405906207245
1979-07-04,283.5,5.647212123167807,0.0074349784875185065
1979-07-05,288.3,5.664001604644357,0.01678948147654946
1979-07-06,290.3,5.670914871030584,0.00691326638622769
1979-07-09,287.9,5.66261319761813,-0.008301673412454136
1979-07-10,290.5,5.671603576291966,0.008990378673836119
1979-07-11,290.3,5.670914871030584,-0.0006887052613819833
1979-07-12,290.8,5.672635745659364,0.0017208746287797894
1979-07-13,287.5,5.661222860237405,-0.01141288542195884
1979-07-16,292.8,5.679489782087156,0.018266921849750872
1979-07-17,296.3,5.691372454579519,0.011882672492363078
1979-07-18,302.2,5.711089049838639,0.019716595259120062
1979-07-19,299.2,5.7011122461003225,-0.009976803738316775
1979-07-20,298.8,5.699774453258662,-0.0013377928416602458
1979-07-23,304.9,5.719983853994209,0.020209400735546446
1979-07-24,305.3,5.721294899740832,0.0013110457466236625
1979-07-25,303.4,5.715052066914432,-0.0062428328264001465
1979-07-26,305.2,5.720967299410302,0.00591523249586956
1979-07-27,305.8,5.722931293494962,0.001963994084659859
1979-07-30,301.4,5.708438286192395,-0.014493007302566419
1979-07-31,296.5,5.69204721843778,-0.016391067754614852
1979-08-01,290.1,5.670225691127358,-0.021821527310422084
1979-08-02,291.5,5.675040005790547,0.00481431466318849
1979-08-03,286.5,5.6577385361547945,-0.017301469635752298
1979-08-06,282.7,5.644386264699545,-0.013352271455249642
1979-08-07,285.1,5.652839995918626,0.008453731219081106
1979-08-08,289.0,5.666426688112432,0.013586692193806371
1979-08-09,297.1,5.694068782468562,0.0276420943561293
1979-08-10,303.8,5.716369590161673,0.022300807693111047
1979-08-13,298.8,5.699774453258662,-0.0165951369030104
1979-08-14,292.0,5.676753802268282,-0.02302065099038053
1979-08-15,301.9,5.710095836712793,0.03334203444451145
1979-08-16,297.9,5.696757859719236,-0.013337976993557099
1979-08-17,300.6,5.705780477318874,0.009022617599637961
1979-08-20,298.8,5.699774453258662,-0.006006024060211779
1979-08-21,300.5,5.705447753975262,0.005673300716599883
